grid_row,grid_col,lon_center,lat_center,lon_left,lon_right,lat_bottom,lat_top,dominant_land_cover_code,dominant_land_cover_label,dominant_land_cover_share_pct,land_cover_pixel_count,land_cover_10_count,land_cover_10_share_pct,land_cover_20_count,land_cover_20_share_pct,land_cover_30_count,land_cover_30_share_pct,land_cover_40_count,land_cover_40_share_pct,land_cover_50_count,land_cover_50_share_pct,land_cover_60_count,land_cover_60_share_pct,land_cover_70_count,land_cover_70_share_pct,land_cover_80_count,land_cover_80_share_pct,land_cover_90_count,land_cover_90_share_pct,land_cover_95_count,land_cover_95_share_pct,land_cover_100_count,land_cover_100_share_pct,quality_band_1_mean,quality_band_1_count,quality_band_2_mean,quality_band_2_count,quality_band_3_mean,quality_band_3_count
49,153,99.00730700,18.79894661,99.00683253,99.00778147,18.79849745,18.79939576,40,Cropland,73.553719,121,2,1.652893,0,0.000000,17,14.049587,89,73.553719,13,10.743802,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,28.500000,4
49,154,99.00825593,18.79894661,99.00778147,99.00873040,18.79849745,18.79939576,10,Tree cover,94.696970,132,125,94.696970,0,0.000000,0,0.000000,1,0.757576,6,4.545455,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,2,52.000000,2,28.000000,2
49,155,99.00920487,18.79894661,99.00873040,99.00967934,18.79849745,18.79939576,50,Built-up,60.330579,121,45,37.190083,0,0.000000,0,0.000000,0,0.000000,73,60.330579,3,2.479339,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,26.000000,4
49,156,99.01015380,18.79894661,99.00967934,99.01062827,18.79849745,18.79939576,50,Built-up,94.696970,132,7,5.303030,0,0.000000,0,0.000000,0,0.000000,125,94.696970,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,25.500000,4
49,157,99.01110274,18.79894661,99.01062827,99.01157720,18.79849745,18.79939576,50,Built-up,100.000000,121,0,0.000000,0,0.000000,0,0.000000,0,0.000000,121,100.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,21.500000,4
49,158,99.01205167,18.79894661,99.01157720,99.01252614,18.79849745,18.79939576,50,Built-up,75.206612,121,30,24.793388,0,0.000000,0,0.000000,0,0.000000,91,75.206612,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,23.500000,4
49,159,99.01300061,18.79894661,99.01252614,99.01347507,18.79849745,18.79939576,10,Tree cover,47.727273,132,63,47.727273,0,0.000000,0,0.000000,6,4.545455,63,47.727273,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,25.000000,4
49,160,99.01394954,18.79894661,99.01347507,99.01442401,18.79849745,18.79939576,50,Built-up,92.561983,121,9,7.438017,0,0.000000,0,0.000000,0,0.000000,112,92.561983,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,25.000000,4
49,161,99.01489847,18.79894661,99.01442401,99.01537294,18.79849745,18.79939576,50,Built-up,100.000000,121,0,0.000000,0,0.000000,0,0.000000,0,0.000000,121,100.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,26.250000,4
49,162,99.01584741,18.79894661,99.01537294,99.01632188,18.79849745,18.79939576,50,Built-up,100.000000,132,0,0.000000,0,0.000000,0,0.000000,0,0.000000,132,100.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,27.250000,4
49,163,99.01679634,18.79894661,99.01632188,99.01727081,18.79849745,18.79939576,50,Built-up,100.000000,121,0,0.000000,0,0.000000,0,0.000000,0,0.000000,121,100.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,33.000000,4
49,164,99.01774528,18.79894661,99.01727081,99.01821974,18.79849745,18.79939576,50,Built-up,100.000000,132,0,0.000000,0,0.000000,0,0.000000,0,0.000000,132,100.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,2,52.000000,2,34.000000,2
49,165,99.01869421,18.79894661,99.01821974,99.01916868,18.79849745,18.79939576,50,Built-up,93.388430,121,8,6.611570,0,0.000000,0,0.000000,0,0.000000,113,93.388430,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,37.000000,4
49,166,99.01964315,18.79894661,99.01916868,99.02011761,18.79849745,18.79939576,50,Built-up,57.851240,121,51,42.148760,0,0.000000,0,0.000000,0,0.000000,70,57.851240,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,58.000000,4,52.000000,4,33.000000,4
